X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE
-122.174483019198,47.6880163854084,4503,481,0000000,600,North Rose Hill Park,North Rose Hill Park,NE 100th St & 124th Ave NE,98033
-122.22620351175,47.5857818974161,4504,557,0000000,600,Sunny Bank Park,Sunny Bank Park,N Mercer Way,98040
-122.333248981405,47.6264163509836,4505,2455,448431,360,Marriott Residence Inn,Marriott Residence Inn,800 Fairview Ave N,98109
-122.301220427636,47.5816882344888,4506,2383,765772,530,Bartell Drugs-Rainier Ave,Bartell Drugs-Rainier Ave,2345 Rainier Ave S,98144
-122.348632243787,47.7240562078652,4507,2712,838687,600,Bitter Lake Community Center,Bitter Lake CC,13035 Linden Ave N,98133
-122.170263289484,47.5104162177561,4508,6002351,0000000,600,Honeydew Park,Honeydew Park,SE 104th and 120th Ave SE,98059
-122.333045031901,47.5915074663245,4509,2117,443873,240,T-Mobile Park,T-Mobile Park,1250 1st Ave S,98134
-122.295999819352,47.6051969165477,4510,1073,0000000,600,Powell Barnett Park,Powell Barnett Playground,E Alder St & Martin Luther King Jr Way,00000
-122.359282068582,47.4909869448625,4511,6002484,0000000,600,Salmon Creek Ravine,Salmon Creek Ravine,Marine View Drive SW and SW 120th,98146
-122.384303978487,47.5046030751129,4512,6002761,0000000,600,Arroyo Heights Park,Arroyo Heights Park,Madrona Dr and Grand Ave,00000
-122.141683762311,47.5517063091092,4513,904018,0000000,904,Larsen Lake Blueberry Farm,Larsen Lake Blueberry Farm,14812 SE 8th St,98005
-122.461692907009,47.4239421426202,4514,904029,0000000,904,The Country Store and Gardens,The Country Store and Gardens,20211 Vashon Hwy SW,98070
-122.246753124969,47.7390797728608,4515,10000008,150088,66,Station 54,54,15036 70th Ave NE,98028
-121.986440954515,47.7404685117916,4516,650044,125059,65,Duvall Police Department,Duvall PD,26225 NE Stephens St,98019
-122.345474389585,47.5149235392835,4517,650087,869391,65,Greenbridge Storefront,Greenbridge,9839 8th Ave SW,98106
-122.036898109533,47.53168799952,4518,902007,0000000,902,Bicycle Center of Issaquah,Bicycle Center of Issaquah,121 Front St N,98027
-122.231132277498,47.3346806440206,4519,902062,774084,902,Bicycle Service Unlimited,Bicycle Service Unlimited,3040 B Street NW ,98001
-122.342961106197,47.6562912348281,4520,902063,840253,902,Big Tree Bikes,Big Tree Bikes,4031 Stone Way N,98103
-122.354675804813,47.651689443592,4521,902020,310867,902,Free Range Cycles,Free Range Cycles,3501 Phinney Ave N,98103
-122.204645542343,47.4795379177509,4522,902073,1002010,902,G.H.Y. Bikes,G.H.Y. Bikes,909 S 3rd St,98057
-122.324919777405,47.6795102126229,4523,902023,841039,902,Greggs Greenlake Cycle,Greggs Greenlake Cycle,7007 Woodlawn Ave NE,98115
-122.200660266473,47.6111287760356,4524,902085,117619,902,Sports Authority-Bellevue Way,Sports Authority,44 Bellevue Way NE,98004
-122.353527795743,47.71391706782,4525,1130,12392,660,Christ the King School,Christ the King,415 N 117th St,98133
-122.223116108416,47.5715995902992,4526,6600343,189376,664,Crest Learning Center,Crest Learning Center,4150 86th Ave SE,98040
-122.223474130476,47.5713511807685,4527,6600344,192046,665,Administration Center-Mercer Island,Admin,4160 86th Ave SE,98040
-122.235136941811,47.3844925724069,4528,6600671,891662,663,Green River College - Kent Campus,GRC,417 Ramsay Way ,98032
-121.987510185728,47.2231053067208,4529,6600382,392659,661,Thunder Mountain Middle School,Thunder Mountain,42018 264th Ave SE,98022
-122.037559367894,47.646722702149,4530,654,12138,660,Louisa May Alcott School,Alcott,4213 228th Ave NE,98053
-122.137869768567,47.5701665423296,4531,174,97,660,Eastgate Elementary School,Eastgate,4255 153rd Ave SE,98006
-122.145236281797,47.4277253325596,4532,732,0000000,600,Lake Youngs Park,Lake Youngs Park,148th Ave SE & SE 192nd St,00000
-122.208412389667,47.7636381327238,4533,6002872,180854,600,Costie/Ruiz Pool Site,Costie/Ruiz Pool Site,9815 NE 188th St,98012
-122.038646526398,47.3790254227201,4534,526,880073,600,Lake Wilderness Park,Lake Wilderness Park,23601 SE 248th St,98038
-121.911791771233,47.6486310689218,4535,6002321,0000000,600,Hockert Park,Hockert Park,39000 Park St,00000
-122.302229256355,47.6741181511046,4536,6007093,0000000,600,Ravenna Ravine,Ravenna Ravine,6215 24th Ave NE,98115
-122.280319145849,47.6175182402915,4537,1065,0000000,600,Howell Park,Howell Park,E Howell Place,98122
-122.271923736021,47.4605152428352,4538,1322,0000000,600,Crystal Springs Park,Crystal Springs Park,S 160th St & 51st Ave S,98188
-122.336262893964,47.6736222208969,4539,844,0000000,600,Green Lake Park,Green Lake Park,Green Lake Dr N,98115
-121.873091031109,47.533202815319,4540,2882,196042,600,Snoqualmie Community Park,Snoqualmie Community Park,35016 SE Ridge St,98065
-122.151068902604,47.7060649553573,4541,6007267,0000000,600,Sammamish Valley Park,Sammamish Valley Park,8625 310th Ave SE,00000
-122.187589994911,47.7169818071475,4542,580022,31901,580,Kingsgate P&R with bicycle lockers,Kingsgate P&R,13001 116th Way NE,98034
-122.325844530548,47.6794922284407,4543,90007,0000000,90,Green Lake Neighborhood,Green Lake,NE Ravenna Blvd & Green Lake Dr N,98115
-122.154158706501,47.4455326130844,4544,90036,0000000,90,Fairwood Neighborhood,Fairwood,SE Petrovitsky Rd & 140th Ave SE,98058
-122.387214847598,47.5448720198923,4545,90046,0000000,90,Morgan Junction Neighborhood,Morgan Junction,California Ave SW & Fauntleroy Way SW,98136
-122.143462021098,47.6207162972027,4546,570011,106241,570,Bellevue Christian Reformed Church P&R,Bellevue Christian Reformed Church P&R,1221 148th Ave NE,98007
-122.188006692044,47.7171709617251,4547,570047,31901,570,Kingsgate P&R,Kingsgate P&R,13001 116th Way NE,98034
-122.189153383053,47.5570689263517,4548,570070,241280,570,Newport Hills P&R,Newport Hills P&R,5115 113th Pl SE,98006
-122.323564898641,47.5718081183143,4549,570094,919998,570,Airport/Spokane P&R,Airport/Spokane P&R,Airport Way/Spokane St,98134
-122.207383120321,47.7110411795709,4550,570109,40900,570,Holy Spirit Lutheran Church P&R,Holy Spirit Lutheran Church P&R,10021 NE 124th St,98034
-122.203693065692,47.6760355637958,4551,500003,0000000,500,Kirkland Transit Center,Kirkland Transit Center,3rd St & Kirkland Ave.,98033
-122.327303728696,47.7020199611356,4552,500004,251994,500,Northgate Transit Center,Northgate Transit Center,NE 102nd St & 1st Ave NE,98125
-122.344774211111,47.6143324475051,4553,6007027,0000000,600,Regrade Park,Regrade Park,2251 3rd Ave,98121
-121.917991907951,47.643567978576,4554,904005,0000000,904,Carnation Tree Farm/Hjertoos Farm,Carnation Tree Farm/Hjertoos Farm,31523 NE 40th St,00000
-122.207132621306,47.4782920585092,4555,692,0000000,600,Tonkins Park,Tonkin Park,Williams Ave S & S 4th St,98057
-122.296312946153,47.4291064652609,4556,1550,397446,360,Comfort Inn,Comfort Inn,19333 Pacific Hwy S,98188
-122.201390317945,47.6212707419624,4557,143,0000000,600,NE 12th St Greenbelt,NE 12th St Greenbelt,NE 12th St & Bellevue Way NE,98015
-122.113018720425,47.2433380462413,4558,2024,1005598,390,Muckleshoot Library,Muckleshoot Lib,39917 Auburn-Enumclaw Rd SE,98092
-122.29185338316,47.5866636809474,4559,1170,871180,600,Colman Park,Colman Park,Lake Washington Blvd S,98144
-122.121985911138,47.6779407241431,4560,902041,529839,902,Sammamish Valley Cycle,Sammamish Valley Cycle,8451 164th Ave NE,98052
-122.27438920241,47.2845485953742,4561,6002424,0000000,600,South County Ballfields,South County Ballfields,S 358th St and Military Road S,98001
-121.972250445494,47.39953591373,4562,528,0000000,600,Levdansky Park,Levdansky Park,276th Ave SE & SE 224th St,98038
-122.373084445873,47.7105976533848,4563,1290,0000000,600,Carkeek Park,Carkeek Park,NE Carkeek Park Rd & NW 116th St,98177
-122.304849186657,47.6031037082527,4564,1080,0000000,600,Spruce Park,Spruce Park,21st Ave E & E Fir St,98122
-122.231169370178,47.3067969439053,4565,570028,0000000,570,Auburn Surface Lot at Auburn Station P&R,Auburn Surface Lot at Auburn Station P&R,A St SW & 2nd Ave SW,98001
-122.325498105142,47.3149882340385,4566,570123,719530,570,Journey Church P&R,Journey Church P&R,701 S 320th St,98003
-122.124874276777,47.7292373054153,4567,904016,0000000,904,Hollywood Hill Vineyards,Hollywood Hill Vineyards,14350 160th Place NE,98072
-122.35076507856,47.6239543029243,4568,2286,454286,240,McCaw Hall,McCaw Hall,321 Mercer St,98109
-122.326932594801,47.6089796368326,4569,1850,838721,360,Sorrento Hotel,Sorrento H,Terry Ave & Madison St,98104
-122.352015683098,47.6201895737986,4570,1534,792510,480,Childrens Museum,Children's Museum,Center House Seattle Center,98109
-122.28573278157,47.3987754246965,4571,413,820667,600,Grandview Park,Grandview Park,Military Rd S,98198
-122.358721289904,47.6350253929061,4572,1052,0000000,600,West Queen Anne Playfield,W QA Playground,Blaine St & 3rd Ave W,98119
-122.084953052073,47.7556978927929,4573,795,162542,600,Cottage Lake Park,Cottage Lake Park,18800 NE Woodinville-Duvall Rd,98077
-122.340169319708,47.4716140622373,4574,1244,0000000,600,Burien Park,Burien Park,SW 146th St & 4th Ave SW,98166
-122.341119814428,47.6164094500658,4575,1557,442594,60,Denny Bldg,Denny Bldg,2200 6th Ave,98121
-122.327447675054,47.4637802432918,4576,1213,599359,120,Moshier Memorial Park Cemetery,Moshier Memorial Park,S 156th Way,98148
-122.292986393793,47.5032896147878,4577,1651,0000000,360,Holiday Inn-Duwamish,Holiday Inn Duwamish,S 112th St & Pacific Hwy S,98168
-122.204415457201,47.7194540960599,4578,1585,168945,330,Fairfax Hospital,Fairfax Hospital,10200 NE 132nd St,98034
-122.207687772078,47.6657411348979,4579,479,35760,600,Marsh Park,Marsh Park,6605 Lake Washington Blvd NE,98033
-122.225301127517,47.5915465547531,4580,365,0000000,600,Squak Mountain State Park,Squak Mtn State Park Natural Area,Squak Mountain Rd,98027
-121.777258424753,47.4926722767777,4581,6002430,0000000,600,Torguson Park,Torguson Park,340th Ave NE to 564th Ave NE and NE 205th St to SE 80th St,00000
-122.352406033432,47.6237608322996,4582,2157,0000000,240,Cornish Playhouse,Cornish Playhouse,201 Mercer St,98109
-122.336484137983,47.6116720158383,4583,825,0000000,510,Westlake Tunnel Station,Westlake Station,5th Ave & Pine St,98191
-121.787284760292,47.4923605499044,4584,590,873244,210,Department of Licensing-North Bend,DOL - North Bend,402 Main Ave S,98045
-122.012565074404,47.3119126744094,4585,10000050,1005599,901,Black Diamond Library Ballot Drop Box,Black Diamond Library (055),24707 Roberts Dr,98010
-121.912154740051,47.6504681344611,4586,10000051,124849,901,Carnation Library Ballot Drop Box,Carnation Library (095),4804 Tolt Ave,98014
-122.353071800358,47.5469997977875,4587,10000052,477940,901,South Seattle College Ballot Drop Box,South Seattle College (475),6000 16th Ave SW,98106
-122.231540683627,47.4728231309296,4588,10000053,739450,901,Powell Avenue Ballot Drop Box,Powell Avenue Box (265),725 Powell Ave SW ,98057
-122.243170110936,47.7567986169166,4589,10000054,147861,570,Kenmore Community Club P&R,Kenmore Community Club P&R,7304 NE 175th St,98028
-122.153785182994,47.4454838405244,4590,2240,0000000,530,Fairwood QFC,Fairwood QFC,14030 SE Petrovisky Rd,98058
-122.151117696428,47.7554763657023,4591,1910,0000000,690,Woodinville Towne Center,Woodinville Town Center,NE 175th St & 140th Ave NE,98072
-122.312789903671,47.661856386134,4592,1491,340095,60,Av Arcade Bldg,Av Arcade Bldg,4518 University Way NE,98105
-122.256303625744,47.391593585206,4593,429,615051,660,Neely-O Brien Elementary School,Brien,6300 S 236th St,98032
-122.253278464043,47.4924531992519,4594,1306,506131,660,Campbell Hill Elementary School,Campbell Hill,6418 S 124th St,98178
-122.106234958585,47.664283130784,4595,6600647,367265,663,Lake Washington Institute of Technology Redmond Campus,Lake Washington IT,6505 176th Ave NE,98052
-122.324294551406,47.5963011137473,4596,6600708,978954,662,Puget Sound Community School,Puget Sound Comm,660 S Dearborn St,98134
-122.251689955492,47.7370580071862,4597,242,149230,660,Arrowhead Elementary School,Arrowhead,6725 NE Arrowhead Dr,98028
-122.39672886876,47.5726907863146,4598,6600430,490868,660,West Seattle Elementary School,West Seattle,5000 SW Spokane St,98116
-122.324879704933,47.5416068694322,4599,10000025,486287,663,South Seattle College-Georgetown Campus,SSC Georgetown,6800 E Marginal Way S,98108
-122.184428546197,47.5408784336934,4600,6600679,9370,661,Risdon Middle School,Risdon,6928 116th Ave SE,98056
-122.308278219887,47.6254790631908,4601,949,442411,664,St. Joseph School,St. Joseph,700 18th Ave E,98112
-122.028711927644,47.5223646597607,4602,355,570012,662,Issaquah High School,Issaquah High,700 2nd Ave SE,98027
-122.059925010245,47.6699979516733,4603,649,12139,660,Emily Dickinson Elementary School,Dickinson,7040 208th Ave NE,98053
-122.276180207188,47.6806393527526,4604,984,352107,660,View Ridge Elementary School,View Ridge,7047 50th Ave NE,98115
-122.323033077208,47.6253088419465,4605,2195,447371,663,Cornish College Kerry Hall,Cornish College Kerry Hall,710 E Roy St,98102
-122.321803315044,47.7192361573739,4606,6600653,336421,661,Billings Middle School,Billings,12351 8th Ave NE,98125
-122.32468855854,47.5236108464252,4607,907,528808,660,Concord International Elementary School,Concord,723 S Concord St,98108
-122.304294136764,47.6264437034911,4608,937,435298,662,Holy Names Academy,Holy Names,728 21st Ave E,98112
-122.180674206457,47.6702323713538,4609,461,8633,664,Holy Family Parish School K-8,Holy Family Parish,7300 120th Ave NE,98033
-122.376216413975,47.5360433517631,4610,6600707,493627,664,Northwest Montessori - West Seattle,Northwest Montessori,7344 35th Ave SW,98126
-122.300335141365,47.6822365965647,4611,969,346015,664,Northwest Montessori - Wedgwood,Northwest Montessori,7400 25th Ave NE,98115
-122.282822350219,47.685572854997,4612,961,350419,660,Decatur Elementary School,Decatur,7711 43rd Ave NE,98115
-122.264935499445,47.6877923739745,4613,6600650,348145,664,Seattle Waldorf High School,Waldorf High,7777 62nd Ave NE,98115
-122.235199256652,47.6360514778595,4614,6600569,9270,660,Bellevue Christian Three Points Elementary School,Three Points,7800 NE 28th St  ,98039
-122.333877587664,47.6061490134946,4615,1444,443955,60,Safeco Plaza,Safeco Plaza,1001 4th Ave,98154
-122.232789652213,47.3839452040381,4616,580036,1005575,580,Kent Station TC with bicycle lockers,Kent Station TC,301 Railroad Ave N,98032
-122.176230371851,47.6300606161417,4617,30006,984019,30,Evans Heliport ,Evans,12328 Northupway,98005
-122.335124958806,47.5818432847324,4618,1849,0000000,690,Starbucks Center,Starbucks Center,2401 Utah St,98134
-122.231996826982,47.5884523889362,4619,2348,0000000,510,Mercer Island P&R during construction,Mercer Island P&R during construction,N Mercer Way & 80th Ave,98040
-122.284061504893,47.5189970104962,4620,6007075,0000000,600,Benefit Playground,Benefit Playground,9320 38th Ave S,98118
-122.172094415955,47.3555503240963,4621,6002642,0000000,600,Springwood Park,Springwood Park,SE 274th St and 128th Place SE,98031
-122.162518141258,47.7268004620291,4622,506,21186,660,John Muir Elementary School,Muir,14012 132nd Ave NE,98034
-122.155785055743,47.3718358463658,4623,576,8603,660,Meridian Elementary School,Meridian,25621 140th Ave SE,98042
-122.030803336467,47.613401320345,4624,2179,12220,662,Eastlake High School,Eastlake,400 228th Ave NE,98074
-122.170580339912,47.6040329301647,4625,2156,83,664,International School,International,445 128th Ave SE,98005
-122.304682369458,47.3175356521962,4626,580034,809149,580,Federal Way Transit Center with bicycle lockers,Federal Way TC,31621 23rd Ave S,98003
-122.327383484724,47.5811905138451,4627,580040,0000000,580,SODO Station with bicycle lockers,SODO Station,500 S Lander St,98134
-122.00982226923,47.3156449659488,4628,786,0,30,Black Diamond Airport,Black Diamond,24956 Roberts Dr,98010
-122.250598933819,47.4163282302262,4629,1242,799781,30,Boeing Kent Heliport,Boeing Kent,S 208th St,98032
-122.477426447034,47.459645794846,4630,30010,531883,30,Vashon Airport,Vashon,109th Ave SW,98070
-122.32312374895,47.6520154618144,4631,30014,421368,30,Lake Union Heliport Seattle North,Lake Union,3245 Fairview Ave E,98102
-122.195729986657,47.6439107725892,4632,581102,0000000,581,South Kirkland P&R with electrical outlets,South Kirkland P&R,10610 NE 38th Pl,98033
-122.254520950752,47.458012415236,4633,500013,000000,500,Tukwila Transit Center,Tukwila Transit Center,Andover Park W & Baker Blvd,98188
-122.320200410069,47.6190616347891,4634,2456,790261,510,Capitol Hill Link Light Rail Station,Capitol Hill LLR Station,108 Broadway,98102
-122.322026400417,47.3194628729743,4635,91,0000000,600,Mirror Lake Park,Mirror Lake Park,S 315th St & 10th Ave S,98003
-122.133306348692,47.6047643407925,4636,193,755867,210,Department of Licensing-Bellevue,DOL - Bellevue,156th Ave SE,98007
-122.341721813311,47.6160614603562,4637,1465,451043,60,Aetna Plaza,Aetna Plaza,2201 6th Ave,98121
-122.31739290126,47.7355229839684,4638,6002259,0000000,600,Paramount Open Space,Paramount Open Space,946 NE 147th St,98155
-122.327044325508,47.4690035901724,4639,10000296,,800,Burien Free Methodist Church,Free Methodist Church,520 S 150TH ST,98148
-122.329189663084,47.6049873751767,4640,999012,834656,999,Seattle Municipal Tower Parking,Seattle Muni Tower Park,700 5th Ave,98104
-122.336684146328,47.6072659552847,4641,1518,0000000,60,Brooklyn Bldg,Brooklyn Bldg,2nd Ave & University St,98101
-122.236419474874,47.48549535461,4642,2744,518842,662,Talley High School,Talley,7800 S 132nd St,98178
-122.342444800467,47.686257597677,4643,838,12293,660,Daniel Bagley Elementary School,Bagley,7821 Stone Ave N,98103
-122.219707886868,47.308594097988,4644,23,713208,662,Auburn High School,Auburn,711 E Main St,98002
-122.16325146512,47.4963539065771,4645,6600410,12187,660,Honey Dew Elementary School,Honey Dew,800 Union Ave NE,98059
-122.300391977906,47.6869822337157,4646,6600060,345520,664,University Prep,U Prep,8000 25th Ave NE,98115
-122.233929648342,47.6169256031628,4647,139,9272,660,Medina Elementary School,Medina,8001 NE 8th St,98039
-121.828838713788,47.5288514469803,4648,6600151,195851,665,Administration/Transportation,Admin,8001 SE Cedar St,98065
-122.324813320971,47.6077558949344,4649,865,436176,662,O'Dea High School,O'Dea,802 Terry Ave,98104
-122.231249973387,47.7200416640319,4650,503,8619,661,Finn Hill Middle School,Finn Hill,8040 NE 132nd St,98034
-122.230890543838,47.7195196193133,4651,6600176,8619,664,Environmental and Adventure School,Environmental and Adventure,8040 NE 132nd St ,98034
-122.030662469223,47.5214639927298,4652,6600367,2421,665,Transportation Center,Transportation Center,805 2nd Ave SE,98027
-122.304941487577,47.584009966198,4653,6600717,1268205,661,Lake Washington Girls Middle School,LWGMS,2100 S Walker St,98144
-122.167213736767,47.6760966569879,4654,487,8630,660,Rose Hill Elementary School,Rose Hill,8110 128th Ave NE,98033
-122.335470899123,47.6897141804504,4655,839,331870,662,Bishop Blanchet High School,Blanchet,8200 Wallingford Ave N,98103
-122.229316336267,47.498036829339,4656,1304,12261,660,Bryn Mawr Elementary School,Bryn Mawr,8212 S 118th St,98178
-122.230924886498,47.7247206390724,4657,505,168003,660,Henry David Thoreau Elementary School,Thoreau,8224 NE 138th St,98034
-122.22832568812,47.5376865192023,4658,543,191896,661,Islander Middle School,Islander,8225 SE 72nd St,98040
-122.22982054468,47.6214153011658,4659,152,988985,664,St. Thomas School,St. Thomas,8300 NE 12th St,98039
-122.16006329325,47.5259296818547,4660,6600129,744669,660,Newcastle Elementary School,Newcastle,8400 136th Ave SE,98059
-122.20604594932,47.7340046987883,4661,10000299,,800,Eastside Church,Eastside Church,14520 100TH AVE NE,98011
-122.1894096286,47.7467344547222,4662,10000300,,800,Cedar Park Chapel of the Resurrection,Chapel of the Resurrection,16300 112TH AVE NE,98011
-122.198546018621,47.6542954731742,4663,10000301,,800,Kirkland Family Church,Family Church,10489 NE 52ND ST,98033
-122.323829044173,47.4779793515062,4664,10000304,,800,Church of Christ Burien,Church of Christ,720 S 140TH ST,98168
-122.191238881206,47.3878853854662,4665,10000305,,800,Lutheran Church of the Cross,Lutheran Church of the Cross,23810 112TH AVE SE,98031
-122.202881992783,47.391380948284,4666,10000307,,800,Bread of Life Church,Bread of Life Christian Church,23435 104TH AVE SE,98031
-122.31550743693,47.3068132883066,4667,10000309,,800,Church of Blessing,Church of Blessing,1430 S 330TH ST,98003
-122.28319532113,47.5580766658548,4668,10000312,,800,Columbia City Abbey,Abbey,3902 S FERDINAND ST,98118
-122.080592618865,47.7480390114144,4669,10000315,,800,Bear Creek United Methodist Church,United Methodist Church,16530 AVONDALE RD NE,98077
-122.080141143172,47.751646703927,4670,10000316,,800,Avondale Bible Church,Bible Church,17010 AVONDALE RD NE,98077
-122.181662503046,47.7369363292174,4671,10000317,,800,Queensgate Baptist Church,Baptist Church,15000 119TH AVE NE,98034
